Location,Postcode,City
Jalan Abdul Jalil,30450,Ipoh
Jalan Chin Choong Sam,30450,Ipoh
Jalan Dato Sri Ahmad Said,30450,Ipoh
Jalan Ghazali Jawi,30450,Ipoh
Jalan Greenhill,30450,Ipoh
Jalan Greentown Square,30450,Ipoh
Jalan Hospital,30450,Ipoh
Jalan Idris,30450,Ipoh
Jalan Seenivagam,30450,Ipoh
Jalan Sri Kepayang,30450,Ipoh
Jalan Wan Mohd Salleh,30450,Ipoh
Lebuhraya Cecil Rae,30450,Ipoh
Lebuhraya Hart,30450,Ipoh
Lorong Hospital,30450,Ipoh
Persiaran Abdul Jalil,30450,Ipoh
Persiaran Bukit Hijau,30450,Ipoh
Persiaran Geleri Kepayang,30450,Ipoh
Persiaran Greentown,30450,Ipoh
Persiaran Kepayang,30450,Ipoh
Sungai Senam,30450,Ipoh
DYMM Sultan Perak,30500,Ipoh
YAB Menteri Besar Perak,30502,Ipoh
Pusat  Khidmat Kontraktor,30503,Ipoh
Setiausaha Kerajaan Negeri,30503,Ipoh
Unit Perancang Ekonomi,30503,Ipoh
Biro Bantuan Guaman,30504,Ipoh
Mahkamah Tinggi,30506,Ipoh
Biro Pengaduan Awam,30505,Ipoh
Amanah Raya Berhad,30508,Ipoh
Jabatan Perkhidmatan Awam,30510,Ipoh
Penasihat Undang-Undang Negeri,30512,Ipoh
Jabatan Pemegang Harta,30516,Ipoh
Jabatan Perpaduan Negara,30517,Ipoh
Ketua Audit Negeri,30518,Ipoh
Suruhanjaya Perkhidmatan Awam,30520,Ipoh
Majlis Agama Islam Perak,30519,Ipoh
Setiausaha Keselamatan Negeri,30524,Ipoh
Jabatan Kilang & Jentera,30534,Ipoh
Jabatan Perhubungan Perusahaan,30536,Ipoh
Jabatan Sumber Manusia,30532,Ipoh
Jabatan Tenaga Rakyat,30540,Ipoh
Pendaftar Kesatuan Sekerja,30542,Ipoh
Pejabat Rela Negeri,30546,Ipoh
Jabatan Pendaftaran Negara,30551,Ipoh
Jabatan Pendaftar Pertubuhan,30552,Ipoh
Jabatan Imigresen,30550,Ipoh
Percetakan Nasional Bhd,30554,Ipoh
Jabatan KebajIkan Masyarakat,30564,Ipoh
Jabatan Hal Ehwal Orang Asli,30548,Ipoh
Jabatan Pertahanan Awam,30556,Ipoh
Jabatan Belia & Sukan,30570,Ipoh
Ketua Polis Negeri,30560,Ipoh
Lembaga Air Perak,30580,Ipoh
Jabatan Tanah & Galian,30576,Ipoh
Jabatan Kerja Raya,30582,Ipoh
Hospital Ipoh,30586,Ipoh
Jabatan Kesihatan,30590,Ipoh
Jabatan Kastam & Eksais Di Raja,30596,Ipoh
Akauntan Negeri,30594,Ipoh
Jabatan Penilaian Harta,30592,Ipoh
Pegawai Kewangan Negeri,30592,Ipoh
Jabatan Kemajuan Masyarakat (Kemas),30606,Ipoh
Lembaga Hasil Dalam Negeri,30600,Ipoh
Pejabat Mara Negeri,30609,Ipoh
Bahagian Pelesenan - Kementerian Penerangan,30610,Ipoh
Jabatan Penerangan,30612,Ipoh
Jabatan Penyiaran,30614,Ipoh
Jabatan PendidIkan,30604,Ipoh
Jabatan Pengangkutan Jalan,30620,Ipoh
Jabatan Perikanan,30628,Ipoh
Jabatan Pengairan & Saliran,30626,Ipoh
Jabatan Pendaftar Perniagaan,30622,Ipoh
Institut PenyelidIkan Haiwan,30630,Ipoh
Jabatan Haiwan,30630,Ipoh
Keretapi Tanah Melayu Bhd,30621,Ipoh
Jabatan Pertanian,30632,Ipoh
Kementerian Pertahanan - 2 Briged Infanteri,30634,Ipoh
Majlis Bandaraya Ipoh,30644,Ipoh
Jabatan Perancang Bandar & Desa,30646,Ipoh
Jabatan Perhutanan,30660,Ipoh
MaKmal Penyiasat Kajibumi,30658,Ipoh
Jabatan Bomba & Penyelamat,30648,Ipoh
Jabatan Kimia,30662,Ipoh
Tenaga Nasional Berhad,30673,Ipoh
Jabatan Perhilitan,30664,Ipoh
Jabatan Agama Islam Perak,30676,Ipoh
Padi & Beras Nasional (Bernas),30661,Ipoh
Pegawai Kemajuan Negeri,30674,Ipoh
Pos Malaysia Berhad,30670,Ipoh
Jabatan BeKalan Elektrik,30668,Ipoh
Telekom Malaysia  Berhad,30668,Ipoh
Jabatan Galian,30656,Ipoh
Penyimpan Mohor Besar Raja-Raja,30682,Ipoh
Ipoh - Peti Surat 1 - 73,30700,Ipoh
Ipoh - Peti Surat 75,30700,Ipoh
Suruhanjaya Pilihan Raya Negeri,30690,Ipoh
Ipoh - Peti Surat 76 - 92,30710,Ipoh
Ipoh - Peti Surat 94 - 150,30710,Ipoh
Ipoh - Peti Surat  151 - 216,30720,Ipoh
Ipoh - Peti Surat  218 - 225,30730,Ipoh
Ipoh - Peti Surat  226 - 249,30730,Ipoh
Ipoh - Peti Surat  251 - 253,30730,Ipoh
Ipoh - Peti Surat  376 - 420,30750,Ipoh
Ipoh - Peti Surat  422 - 449,30750,Ipoh
Ipoh - Peti Surat  451 - 525,30750,Ipoh
Ipoh - Peti Surat  255 - 300,30740,Ipoh
Ipoh - Peti Surat  301 - 375,30740,Ipoh
Ipoh - Peti Surat  526 - 600,30760,Ipoh
Ipoh - Peti Surat  601 - 675,30770,Ipoh
Ipoh - Peti Surat  676 - 750,30780,Ipoh
Ipoh - Peti Surat  826 - 900,30800,Ipoh
Ipoh - Peti Surat  751 - 825,30790,Ipoh
Ipoh - Peti Surat  901 - 975,30810,Ipoh
Ipoh - Peti Surat  976 - 1050,30820,Ipoh
Ipoh - Peti Surat 1051 - 1125,30830,Ipoh
Ipoh - Peti Surat 1126 & ke atas,30840,Ipoh
Ipoh - Peti Surat    74,30900,Ipoh
Ipoh - Peti Surat    93,30902,Ipoh
Ipoh - Peti Surat   217,30904,Ipoh
Ipoh - Peti Surat  250,30906,Ipoh
Ipoh - Peti Surat  421,30910,Ipoh
Ipoh - Peti Surat  254,30908,Ipoh
Ipoh - Peti Surat  450,30912,Ipoh
Badan Pencegah Rasuah,30988,Ipoh
Ipoh - Beg BerKunci,30990,Ipoh
Batu Gajah - Beg Berkunci,31009,Batu Gajah
Batu Gajah - Peti Surat,31007,Batu Gajah
Batu Gajah,31000,Batu Gajah
Bemban New Village Camp,31000,Batu Gajah
Changkat Park,31000,Batu Gajah
Chenderong,31000,Batu Gajah
Indian Settlement,31000,Batu Gajah
Indian Settlement Tambahan,31000,Batu Gajah
Jalan MTD,31000,Batu Gajah
Kampung Aji,31000,Batu Gajah
Kampung Ara Payong,31000,Batu Gajah
Kampung Ayer Mati,31000,Batu Gajah
Kampung Bakap,31000,Batu Gajah
Kampung Bakap Baru,31000,Batu Gajah
Kampung Baru (Km 1.5),31000,Batu Gajah
Kampung Baru Batu 7,31000,Batu Gajah
Kampung Baru Bemban,31000,Batu Gajah
Kampung Baru Chendrong,31000,Batu Gajah
Kampung Baru MTD,31000,Batu Gajah
Kampung Baru Sungai Terap,31000,Batu Gajah
Kampung Batu 1 - 2,31000,Batu Gajah
Kampung Batu 3,31000,Batu Gajah
Kampung Batu 6,31000,Batu Gajah
Kampung Batu 8,31000,Batu Gajah
Kampung Bendera,31000,Batu Gajah
Kampung Changkat Baru,31000,Batu Gajah
Kampung Changkat Belengkor,31000,Batu Gajah
Kampung Chenderong,31000,Batu Gajah
Kampung Dobi,31000,Batu Gajah
Kampung Haji,31000,Batu Gajah
Kampung Jerai,31000,Batu Gajah
Kampung Jernih Baru,31000,Batu Gajah
Kampung Kamariah,31000,Batu Gajah
Kampung Malai Perumal,31000,Batu Gajah
Kampung Manggis,31000,Batu Gajah
Kampung Masjid,31000,Batu Gajah
Kampung Matang Kulim,31000,Batu Gajah
Kampung Muhibbah,31000,Batu Gajah
Kampung Muhibbah Chenderong,31000,Batu Gajah
Kampung Pasir,31000,Batu Gajah
Kampung Pasir Tambahan,31000,Batu Gajah
Kampung Pisang,31000,Batu Gajah
Kampung Sentang,31000,Batu Gajah
Kampung Sentang Tambahan,31000,Batu Gajah
Kampung Serani,31000,Batu Gajah
Kampung Seri Indah,31000,Batu Gajah
Kampung Seri Jaya,31000,Batu Gajah
Kampung Seri Kulim,31000,Batu Gajah
Kampung Seri Mariah,31000,Batu Gajah
Kampung Sultan,31000,Batu Gajah
Kampung Sungai Terap,31000,Batu Gajah
Kampung Suprayan,31000,Batu Gajah
Kampung Tasek Permai,31000,Batu Gajah
Kampung Telok Pedang,31000,Batu Gajah
Kampung Tersusun,31000,Batu Gajah
Kampung Tersusun Chenderong,31000,Batu Gajah
Kampung Tersusun Sentang Tambahan,31000,Batu Gajah
Kampung Tersusun Seri Jaya,31000,Batu Gajah
Kinta Valley Estate,31000,Batu Gajah
Ladang Harewood,31000,Batu Gajah
Mid Indian Camp,31000,Batu Gajah
Mid New Village,31000,Batu Gajah
Rancangan Tersusun Batu 2,31000,Batu Gajah
Rumah Murah Bemban N/V,31000,Batu Gajah
Rumah Murah Chenderong,31000,Batu Gajah
SMTD Batu Tujuh,31000,Batu Gajah
Sungai Terap,31000,Batu Gajah
Taman A1359 (Bemban Raya),31000,Batu Gajah
Taman Anggerik,31000,Batu Gajah
Taman Batu Gajah,31000,Batu Gajah
Taman Bersatu,31000,Batu Gajah
Taman Bunga Mawar,31000,Batu Gajah
Taman Bunga Melor,31000,Batu Gajah
Taman Bunga Raya,31000,Batu Gajah
Taman Cahaya,31000,Batu Gajah
Taman Cempaka,31000,Batu Gajah
Taman Damai,31000,Batu Gajah
Taman Greenhill,31000,Batu Gajah
Taman Happy,31000,Batu Gajah
Taman Indah,31000,Batu Gajah
Taman Intan,31000,Batu Gajah
Taman Jalan Pasar,31000,Batu Gajah
Taman Kam Seng,31000,Batu Gajah
Taman Lembah Permai,31000,Batu Gajah
Taman Mewah,31000,Batu Gajah
Taman Mewah Indah,31000,Batu Gajah
Taman New Happy,31000,Batu Gajah
Taman Pelangi,31000,Batu Gajah
Taman Pinggir Saujana,31000,Batu Gajah
Taman Sakura,31000,Batu Gajah
Taman Saujana,31000,Batu Gajah
Taman Sayang,31000,Batu Gajah
Taman Seri Jaya,31000,Batu Gajah
Taman Setia Jaya,31000,Batu Gajah
Taman Sri Cahaya,31000,Batu Gajah
Taman Sri Wangsa,31000,Batu Gajah
Taman Yoke Kim,31000,Batu Gajah
Taman Yuk Kwai,31000,Batu Gajah
Tien Shin Park,31000,Batu Gajah
Kampung Jawang,31050,Sungai Siput
Kampung Pendiat,31050,Sungai Siput
Kampung Salak Utara,31050,Sungai Siput
Kampung Suak Plong,31050,Sungai Siput
Kampung Suak Ponggor,31050,Sungai Siput
Kampung Temin,31050,Sungai Siput
Pasir Kandang,31050,Sungai Siput
Salak Bharu,31050,Sungai Siput
Kampung Gopal,31100,Sungai Siput
Kampung Jalan Lintang,31100,Sungai Siput
Kampung Jalong,31100,Sungai Siput
Kampung Jaya Setia,31100,Sungai Siput
Kampung Kebun Teranjuk,31100,Sungai Siput
Kampung Kelimat,31100,Sungai Siput
Kampung Kota,31100,Sungai Siput
Kampung Kunca,31100,Sungai Siput
Kampung Lintang,31100,Sungai Siput
Kampung Lor,31100,Sungai Siput
Kampung Maamor,31100,Sungai Siput
Kampung Muhibbah,31100,Sungai Siput
Kampung Muhibbah Fasa 1,31100,Sungai Siput
Kampung Olah Kobah,31100,Sungai Siput
Kampung Pasir Kandang,31100,Sungai Siput
Kampung Pondok Lintang,31100,Sungai Siput
Kampung Pulau Ador,31100,Sungai Siput
Kampung Pulau Kemiri,31100,Sungai Siput
Kampung Pulau Mentimun,31100,Sungai Siput
Kampung Ramasamy,31100,Sungai Siput
Kampung Salak Baru,31100,Sungai Siput
Kampung Salak Stesyen,31100,Sungai Siput
Kampung Sentosa,31100,Sungai Siput
Kampung Seroli,31100,Sungai Siput
Kampung Simpang Temin,31100,Sungai Siput
Kampung Simpang Tiga Terossor,31100,Sungai Siput
Kampung Suak Plang,31100,Sungai Siput
Kampung Sungai Buloh,31100,Sungai Siput
Kampung Sungai Durian,31100,Sungai Siput
Kampung Sungai Sejok,31100,Sungai Siput
Kampung Talang,31100,Sungai Siput
Kampung Talang Tengah,31100,Sungai Siput
Kampung Tali Api,31100,Sungai Siput
Kampung Temin Hilir,31100,Sungai Siput
Kampung Temin Hulu,31100,Sungai Siput
Kampung Temin Tengah,31100,Sungai Siput
Kampung Tersusun Kemuning,31100,Sungai Siput
Kampung Tersusun Kledang,31100,Sungai Siput
Kampung Tersusun Kledang Utama,31100,Sungai Siput
Kampung Tersusun Salak Baru,31100,Sungai Siput
Kampung Tersusun Salak Station,31100,Sungai Siput
Kampung Tersusun Salak Utara,31100,Sungai Siput
Kampung Tersusun Simpang Jalong,31100,Sungai Siput
Kampung Tersusun Sungai Buloh,31100,Sungai Siput
Kampung Tok Bayas,31100,Sungai Siput
Kampung Tok Sirat,31100,Sungai Siput
Kampung Trosor,31100,Sungai Siput
Kampung Veerasamy,31100,Sungai Siput
Kawasan Industri Fasa 2,31100,Sungai Siput
Kawasan Kilang Fasa 1,31100,Sungai Siput
Kawasan Perindustrian Ringan,31100,Sungai Siput
Kawasan Tersusun Kemuning,31100,Sungai Siput
Kem Kampung Baru Simpang Jalong,31100,Sungai Siput
Ladang Changkat Salak,31100,Sungai Siput
Ladang Heawood,31100,Sungai Siput
Ladang Kamiri,31100,Sungai Siput
Ladang kamuning,31100,Sungai Siput
Lasah,31100,Sungai Siput
Lintang,31100,Sungai Siput
LKTP Lasah,31100,Sungai Siput
Lorong Pasar,31100,Sungai Siput
Lorong Teik Aik Teng,31100,Sungai Siput
Lorong Veerasamy,31100,Sungai Siput
Olak Kobah,31100,Sungai Siput
Perlop Dua,31100,Sungai Siput
Perlop Satu,31100,Sungai Siput
Perlop Tiga,31100,Sungai Siput
Perumahan Kos Rendah Dovemby Estate,31100,Sungai Siput
Pulau Kemiri,31100,Sungai Siput
Rancangan Perumahan Awam Lasah,31100,Sungai Siput
"Rancangan Perumahan Awam, Rimbang Panjang",31100,Sungai Siput
"Rancangan Perumahan Awam, Salak Utama",31100,Sungai Siput
Rimba Panjang,31100,Sungai Siput
Salak Utara,31100,Sungai Siput
Seri Taman,31100,Sungai Siput
Simpang Jalong,31100,Sungai Siput
Simpang Tiga,31100,Sungai Siput
Suak Plang,31100,Sungai Siput
Sungai Bendang,31100,Sungai Siput
Sungai Durian,31100,Sungai Siput
Sungai Sejuk,31100,Sungai Siput
Sungai Siput,31100,Sungai Siput
Talang Tengah,31100,Sungai Siput
Taman Aik Moh,31100,Sungai Siput
Taman Aman,31100,Sungai Siput
Taman Bukit Medan,31100,Sungai Siput
Taman Bunga Tanjong,31100,Sungai Siput
Taman Chow Fong,31100,Sungai Siput
Taman Delima,31100,Sungai Siput
Taman Desa Salak,31100,Sungai Siput
Taman Dovemby Fasa 2,31100,Sungai Siput
Taman Happy,31100,Sungai Siput
Taman Heawood,31100,Sungai Siput
Taman Jalong Baru,31100,Sungai Siput
Taman Jalong Utara,31100,Sungai Siput
Taman Jalung,31100,Sungai Siput
Taman Kemiri,31100,Sungai Siput
Taman Kenari,31100,Sungai Siput
Taman Lim,31100,Sungai Siput
Taman Lintang,31100,Sungai Siput
Back Lane,31100,Sungai Siput
Back Lane Salak,31100,Sungai Siput
Berek JKR  Jalan Ipoh,31100,Sungai Siput
Changkat Limau,31100,Sungai Siput
Changkat Nering,31100,Sungai Siput
Changkat Sekoi,31100,Sungai Siput
Desa Kledang Utama,31100,Sungai Siput
Hospital Daerah Sungai Siput,31100,Sungai Siput
Jalan Besar,31100,Sungai Siput
Jalan Besar (Salak Utara),31100,Sungai Siput
Jalan Bola Tampar,31100,Sungai Siput
Jalan Damai,31100,Sungai Siput
Jalan Gereja,31100,Sungai Siput
Jalan Harmoni,31100,Sungai Siput
Jalan Ipoh,31100,Sungai Siput
Jalan Jalong,31100,Sungai Siput
Jalan Jalong Tinggi,31100,Sungai Siput
Jalan Kelab,31100,Sungai Siput
Jalan Kolam Air,31100,Sungai Siput
Jalan Kuala Kangsar,31100,Sungai Siput
Jalan Lintang,31100,Sungai Siput
Jalan Lombong,31100,Sungai Siput
Jalan Padang,31100,Sungai Siput
Jalan Panggong Wayang,31100,Sungai Siput
Jalan RE,31100,Sungai Siput
Jalan Sekolah,31100,Sungai Siput
Jalan Sekolah Shing Chung,31100,Sungai Siput
Jalan Tok Muda Aziz,31100,Sungai Siput
Jalan Tok Pangku Hamid,31100,Sungai Siput
Jalan Tokong,31100,Sungai Siput
Jalong,31100,Sungai Siput
Jaya Setia,31100,Sungai Siput
Kampung Ara,31100,Sungai Siput
Kampung Bagan Serai,31100,Sungai Siput
Kampung Bahagia,31100,Sungai Siput
Kampung Bahari,31100,Sungai Siput
Kampung Baru Lasah,31100,Sungai Siput
Kampung Baru Lintang,31100,Sungai Siput
Kampung Baru Sungai Buloh,31100,Sungai Siput
Kampung Batu 11,31100,Sungai Siput
Kampung Batu Tiga,31100,Sungai Siput
Kampung Bekut,31100,Sungai Siput
Kampung Bendang Baru,31100,Sungai Siput
Kampung Benggali,31100,Sungai Siput
Kampung Berothai,31100,Sungai Siput
Kampung Besi Api,31100,Sungai Siput
Kampung Changkat Limau,31100,Sungai Siput
Kampung Changkat Nering,31100,Sungai Siput
Kampung Changkat Salak,31100,Sungai Siput
Kampung Changkat Sekoi,31100,Sungai Siput
Kampung Chow Kok Thye,31100,Sungai Siput
Kampung Dato Sagor,31100,Sungai Siput
Taman Lintang Jaya,31100,Sungai Siput
Taman Lintang Makmur,31100,Sungai Siput
Taman Makmur,31100,Sungai Siput
Taman Muhibah,31100,Sungai Siput
Taman Muhibbah (Fasa 2 B),31100,Sungai Siput
Taman Muhibbah (Fasa 2A),31100,Sungai Siput
Taman Muhibbah Aman 3,31100,Sungai Siput
Taman Muhibbah Jaya,31100,Sungai Siput
Taman Okid,31100,Sungai Siput
Taman Periasamy,31100,Sungai Siput
Taman Permai,31100,Sungai Siput
Taman Pertama,31100,Sungai Siput
Taman Pertama (Jalan Lintang),31100,Sungai Siput
Taman Ramasamy,31100,Sungai Siput
Taman Salak Baru,31100,Sungai Siput
Taman Seroja,31100,Sungai Siput
Taman Sri Aman,31100,Sungai Siput
Taman Sungai Buloh,31100,Sungai Siput
Taman Tai Chong,31100,Sungai Siput
Taman Tun Sambathan,31100,Sungai Siput
Taman Veerasamy,31100,Sungai Siput
Taman Wan San Yuen,31100,Sungai Siput
Taman Yeoh Tay,31100,Sungai Siput
Temin Ulu,31100,Sungai Siput
Time Garden,31100,Sungai Siput
Tambun Hot Spring Retreat,31150,Ulu Kinta
Sunway green Village,31150,Ulu Kinta
Taman Ukay Raya,31150,Ulu Kinta
Ulu Kinta,31150,Ulu Kinta
Villa Perpaduan,31150,Ulu Kinta
Arena Perpaduan Sentosa,31150,Ulu Kinta
Bandar Sunway,31150,Ulu Kinta
Jalan Sunway City 5/8 - 5/10,31150,Ulu Kinta
Jalan Sunway City 6/1 - 6/5,31150,Ulu Kinta
Jalan Tapisan Ayer,31150,Ulu Kinta
Kampung Chandak Intek,31150,Ulu Kinta
Kampung Haji Wahab,31150,Ulu Kinta
Kampung Lim Tan,31150,Ulu Kinta
Kampung Melayu (Km 13),31150,Ulu Kinta
Kampung Melayu Batu 8,31150,Ulu Kinta
Kampung Orang Asli,31150,Ulu Kinta
Kampung Sri Makmur,31150,Ulu Kinta
Kampung Suloh,31150,Ulu Kinta
Kampung Sungai Choh,31150,Ulu Kinta
Kampung Sungai Jambu,31150,Ulu Kinta
Kampung Tersusun,31150,Ulu Kinta
Kampung Tersusun (Batu 6 - 8 1/4),31150,Ulu Kinta
Kampung Tersusun Batu 6 - 8 1/4,31150,Ulu Kinta
Kawasan Perindustrian Batu 7 1/2,31150,Ulu Kinta
Kuarters Pendidikan,31150,Ulu Kinta
Persiaran Lagun Sunway 3,31150,Ulu Kinta
Perumahan Awam Ulu Kinta,31150,Ulu Kinta
Sun Way City,31150,Ulu Kinta
Taman Arena Perpaduan Indah,31150,Ulu Kinta
Taman Bagus,31150,Ulu Kinta
Taman Berjaya,31150,Ulu Kinta
Taman Bistari,31150,Ulu Kinta
Taman Hiburan,31150,Ulu Kinta
Taman Lembah Perpaduan Permai,31150,Ulu Kinta
Taman Malar,31150,Ulu Kinta
Taman Mewah,31150,Ulu Kinta
Taman Pahlawan,31150,Ulu Kinta
Taman Pakatan Jaya,31150,Ulu Kinta
Taman Perpaduan,31150,Ulu Kinta
Taman Perpaduan Jaya,31150,Ulu Kinta
Taman Perpaduan Ria,31150,Ulu Kinta
Taman Perwira,31150,Ulu Kinta
Taman Saga,31150,Ulu Kinta
Taman Setia,31150,Ulu Kinta
Taman Tambun Mas,31150,Ulu Kinta
Taman Tanjong Mewah,31150,Ulu Kinta
Perindustrial Klebang Maju,31200,Chemor
Klebang Perdana,31200,Chemor
Jalan Chemor Sejahtera (1 - 6),31200,Chemor
Laluan Seri Kuang 21,31200,Chemor
Bandar Baru Sri Klebang,31200,Chemor
Chemor,31200,Chemor
Chemor Estate,31200,Chemor
Chemor Setia 1 - 7,31200,Chemor
Chepor Sentosa 1 - 21,31200,Chemor
Desa Chemor Permai,31200,Chemor
Desa Chemor Seri Kuang,31200,Chemor
Desa Chemor Setia,31200,Chemor
Desa Chemor Sinaran,31200,Chemor
Desa Sri Chepor,31200,Chemor
Jalan Anggerik (1 - 24),31200,Chemor
Jalan Sri Klebang 1,31200,Chemor
Kampung Baru Kanthanlama,31200,Chemor
Kampung Baru Ulu Chemor,31200,Chemor
Kampung Batu 9,31200,Chemor
Kampung Che Zainal Tambahan,31200,Chemor
Kampung Chepor,31200,Chemor
Kampung Cik Zainal,31200,Chemor
Kampung Haridass,31200,Chemor
Kampung Jasa,31200,Chemor
Kampung Jawa,31200,Chemor
Kampung Pisang,31200,Chemor
Kampung Sellapan,31200,Chemor
Kampung Seri Desa,31200,Chemor
Kampung Seri Kelabang,31200,Chemor
Kampung Tanah Hitam,31200,Chemor
Kampung Tersusun Batu 10,31200,Chemor
Kampung Tersusun Batu 6,31200,Chemor
Kampung Tersusun Seri Klebang,31200,Chemor
Kampung Tersusun Tanah Hitam,31200,Chemor
Kampung Tersusun Ulu Chemor,31200,Chemor
Kampung Ulu Chemor,31200,Chemor
Kampung Ulu Chepor,31200,Chemor
Kampung Ulu Chepor Tambahan,31200,Chemor
Kampung Ulu Kuang,31200,Chemor
Kanthan Baru,31200,Chemor
Kanthan Baru (1 - 21),31200,Chemor
Kanthan Estate,31200,Chemor
Kawasan Perusahan IGB,31200,Chemor
Kinding Permai,31200,Chemor
Klebang Bayu S/1 - S/7,31200,Chemor
Klebang Bayu U/1 - U/6,31200,Chemor
Klebang Impian,31200,Chemor
Klebang Jaya,31200,Chemor
Klebang Kiara,31200,Chemor
Kuala Kuang,31200,Chemor
Ladang Klebang,31200,Chemor
Ladang Kok Lim,31200,Chemor
Ladang Sungai Prah,31200,Chemor
Laluan Chemor Maju (13 - 16),31200,Chemor
Laluan Chemor Maju 4A,31200,Chemor
Leboh Kanthan Baru,31200,Chemor
Medan Klebang Resru,31200,Chemor
Rancangan Kampung Tersusun Chepor,31200,Chemor
Regrouping Area,31200,Chemor
Seramik Fasa 2,31200,Chemor
Sri Klebang (A/12 - A/18),31200,Chemor
Taman Bertuah,31200,Chemor
Taman Bunga Raya,31200,Chemor
Taman Cemerlang Kanthan,31200,Chemor
Taman Chemor,31200,Chemor
Taman Chemor Maju,31200,Chemor
Taman Chemor Mesra,31200,Chemor
Taman Chemor Setia,31200,Chemor
Taman Chepor Damai,31200,Chemor
Taman Chepor Impian,31200,Chemor
Taman Chepor Jaya,31200,Chemor
Taman Chepor Raya,31200,Chemor
Taman Cho Poh,31200,Chemor
Taman Desa Rasi,31200,Chemor
Taman Hartawan Pertama,31200,Chemor
Taman Kanthan Baru,31200,Chemor
Taman Kelabang Jaya,31200,Chemor
Taman Klebang Bayu,31200,Chemor
Taman Kuala Kuang,31200,Chemor
Taman Leow Sum,31200,Chemor
Taman Mas,31200,Chemor
Taman Mas (Chemor),31200,Chemor
Taman Seri Chemor,31200,Chemor
Taman Seri Kanthan,31200,Chemor
Tamil Settlement,31200,Chemor
Tanah Hitam,31200,Chemor
Ulu Kuang,31200,Chemor
RPT Tanjung Damai,31250,Tanjong Rambutan
Changkat Kinding,31250,Tanjong Rambutan
Hospital Bahagia,31250,Tanjong Rambutan
Jalan Chemor,31250,Tanjong Rambutan
Kampung Bakar Bata,31250,Tanjong Rambutan
Kampung Chee,31250,Tanjong Rambutan
Kampung Cheh India,31250,Tanjong Rambutan
Kampung Cheh Melayu,31250,Tanjong Rambutan
Kampung Kolam,31250,Tanjong Rambutan
Kampung Lim Tan,31250,Tanjong Rambutan
Kampung Manikuty,31250,Tanjong Rambutan
Kampung Masjid,31250,Tanjong Rambutan
Kampung Nyior,31250,Tanjong Rambutan
Kampung Tanggong,31250,Tanjong Rambutan
North Ward,31250,Tanjong Rambutan
Rumah Murah,31250,Tanjong Rambutan
South Ward,31250,Tanjong Rambutan
Taman Bahagia,31250,Tanjong Rambutan
Taman Bercham Raya,31250,Tanjong Rambutan
Taman Berjaya Baru,31250,Tanjong Rambutan
Taman Berjaya Selatan,31250,Tanjong Rambutan
Taman Chong Kwee,31250,Tanjong Rambutan
Taman Desa Jaya,31250,Tanjong Rambutan
Taman Gerbang Tanjung Permai,31250,Tanjong Rambutan
Taman Indah,31250,Tanjong Rambutan
Taman Intan Jalan Chemor,31250,Tanjong Rambutan
Taman Intan Jaya,31250,Tanjong Rambutan
Taman Jaya Delima,31250,Tanjong Rambutan
Taman Johty,31250,Tanjong Rambutan
Taman Kinta Jaya,31250,Tanjong Rambutan
Taman Maju,31250,Tanjong Rambutan
Taman Muhibah,31250,Tanjong Rambutan
Taman Nesa,31250,Tanjong Rambutan
Taman Rambutan,31250,Tanjong Rambutan
Taman Seri Padu,31250,Tanjong Rambutan
Taman Seri Tanjung,31250,Tanjong Rambutan
Taman Sungai Kinta,31250,Tanjong Rambutan
Taman Suria Jaya,31250,Tanjong Rambutan
Tanjung Rambutan,31250,Tanjong Rambutan
Tanjung Sentosa,31250,Tanjong Rambutan
Villa Desa Perpaduan,31250,Tanjong Rambutan
Kampung Serdang Permai,31300,Kampung Kepayang
Kampung Simpang Pulai,31300,Kampung Kepayang
Kampung Simpang Sindu,31300,Kampung Kepayang
Kampung Sungai Ular,31300,Kampung Kepayang
Kampung Tanjong,31300,Kampung Kepayang
Kampung Tekah Baru,31300,Kampung Kepayang
Kampung Tersusun Kampung Sengat,31300,Kampung Kepayang
Kampung Tersusun Pengkalan Baru,31300,Kampung Kepayang
Kampung Tersusun Serdang Permai,31300,Kampung Kepayang
Kampung Tersusun Tekah,31300,Kampung Kepayang
Kampung Tersusun Tekah Baru,31300,Kampung Kepayang
Kampung Tualang Tujoh,31300,Kampung Kepayang
Keramat Pulai,31300,Kampung Kepayang
Ladang Chin Yoong,31300,Kampung Kepayang
Ladang Gunung Kroh,31300,Kampung Kepayang
Simpang Pulai,31300,Kampung Kepayang
Simpang Sindu,31300,Kampung Kepayang
Sungai Raia,31300,Kampung Kepayang
Taman Bersatu,31300,Kampung Kepayang
Taman Candan Desa,31300,Kampung Kepayang
Taman Mesra Raia,31300,Kampung Kepayang
Taman Muda,31300,Kampung Kepayang
Taman Pulai Height,31300,Kampung Kepayang
Taman Pulai Jaya,31300,Kampung Kepayang
Taman Seri Raia,31300,Kampung Kepayang
Tungsen Industrial Park,31300,Kampung Kepayang
Bandar Pulai Jaya,31300,Kampung Kepayang
Kampung Baru Simpang Pulai,31300,Kampung Kepayang
Kampung Kepayang,31300,Kampung Kepayang
Kampung Kurnia,31300,Kampung Kepayang
Kampung Merawan Indah,31300,Kampung Kepayang
Kampung Paya Rengas,31300,Kampung Kepayang
